"","playerID","age_season","total_games","prev_year_games"
"926","coatsja01",26,28,NA
"927","coghlch01",30,148,NA
"928","coghlch01",31,99,148
"929","coghlch01",32,36,99
"930","colabch01",31,101,NA
"931","colabch01",32,10,101
"932","colasos01",24,75,NA
"933","colemdu01",28,4,NA
"934","colemdu01",30,27,4
"935","collity01",25,60,NA
"936","collity01",26,56,60
"937","collity01",27,49,56
"938","colliza01",24,27,NA
"939","colliza01",26,78,27
"940","colliza01",27,36,78
"941","colliza01",28,2,36
"942","colonch01",26,43,NA
"943","colonch01",27,54,43
"944","colonch01",28,24,54
"945","colonch01",30,8,24
"946","confomi01",22,56,NA
"947","confomi01",23,109,56
"948","confomi01",24,109,109
"949","confomi01",25,153,109
"950","confomi01",26,151,153
"951","confomi01",28,125,151
"952","confomi01",30,125,125
"953","congeha01",27,73,NA
"954","congeha01",28,49,73
"955","contrma01",27,28,NA
"956","contrwi01",24,76,NA
"957","contrwi01",25,117,76
"958","contrwi01",26,138,117
"959","contrwi01",27,105,138
"960","contrwi01",29,128,105
"961","contrwi01",30,113,128
"962","contrwi01",31,125,113
"963","contrwi02",23,52,NA
"964","contrwi02",24,97,52
"965","contrwi02",25,141,97
"966","coopega03",26,13,NA
"967","coopega03",27,14,13
"968","coopega03",28,107,14
"969","coopega03",30,71,107
"970","coopega03",31,119,71
"971","coopega03",32,123,119
"972","cordefr02",22,30,NA
"973","cordefr02",23,40,30
"974","cordefr02",24,9,40
"975","cordefr02",26,48,9
"976","cordefr02",27,84,48
"977","cordefr02",28,24,84
"978","cordery01",26,19,NA
"979","cordery01",27,97,19
"980","cordoal01",21,100,NA
"981","corpoca01",31,33,NA
"982","correca01",20,99,NA
"983","correca01",21,153,99
"984","correca01",22,109,153
"985","correca01",23,110,109
"986","correca01",24,75,110
"987","correca01",26,148,75
"988","correca01",27,136,148
"989","correca01",28,135,136
"990","courtry01",31,12,NA
"991","cowarka01",23,34,NA
"992","cowarka01",24,31,34
"993","cowarka01",25,50,31
"994","cowarka01",26,47,50
"995","cowarka01",27,9,47
"996","cowgico01",29,55,NA
"997","cowgico01",30,9,55
"998","cowseco01",23,26,NA
"999","cozarza01",29,53,NA
"1000","cozarza01",30,121,53
"1001","cozarza01",31,122,121
"1002","cozarza01",32,58,122
"1003","cozarza01",33,38,58
"1004","cozendy01",24,26,NA
"1005","cozendy01",25,1,26
"1006","craigal01",30,36,NA
"1007","craigwi01",26,18,NA
"1008","crawfbr01",28,143,NA
"1009","crawfbr01",29,155,143
"1010","crawfbr01",30,144,155
"1011","crawfbr01",31,151,144
"1012","crawfbr01",32,147,151
"1013","crawfbr01",34,138,147
"1014","crawfbr01",35,118,138
"1015","crawfbr01",36,92,118
"1016","crawfca02",33,69,NA
"1017","crawfca02",34,30,69
"1018","crawfjp01",22,23,NA
"1019","crawfjp01",23,49,23
"1020","crawfjp01",24,93,49
"1021","crawfjp01",26,160,93
"1022","crawfjp01",27,145,160
"1023","crawfjp01",28,145,145
"1024","crispco01",35,44,NA
"1025","crispco01",36,122,44
"1026","croncj01",25,113,NA
"1027","croncj01",26,116,113
"1028","croncj01",27,100,116
"1029","croncj01",28,140,100
"1030","croncj01",29,125,140
"1031","croncj01",31,142,125
"1032","croncj01",32,150,142
"1033","croncj01",33,71,150
"1034","croneja01",27,151,NA
"1035","croneja01",28,158,151
"1036","croneja01",29,127,158
"1037","cronke01",26,39,NA
"1038","crookna01",26,4,NA
"1039","croplty01",27,2,NA
"1040","crowape01",21,13,NA
"1041","cruzne02",34,152,NA
"1042","cruzne02",35,155,152
"1043","cruzne02",36,155,155
"1044","cruzne02",37,144,155
"1045","cruzne02",38,120,144
"1046","cruzne02",40,140,120
"1047","cruzne02",41,124,140
"1048","cruzne02",42,49,124
"1049","cruzon01",22,2,NA
"1050","cruzon01",23,87,2
"1051","cruzon01",24,9,87
"1052","cruzto03",28,69,NA
"1053","cruzto03",29,4,69
"1054","cruzto03",31,9,4
"1055","cuddymi01",36,117,NA
"1056","cuevano01",26,75,NA
"1057","cuevano01",27,1,75
"1058","culbech01",27,34,NA
"1059","culbech01",28,15,34
"1060","culbech01",29,112,15
"1061","culbech01",30,106,112
"1062","culbech01",32,88,106
"1063","culbech01",33,66,88
"1064","culbech01",34,1,66
"1065","cunnito01",26,39,NA
"1066","cunnito01",27,20,39
"1067","cuthbch01",22,19,NA
"1068","cuthbch01",23,128,19
"1069","cuthbch01",24,58,128
"1070","cuthbch01",25,30,58
"1071","cuthbch01",26,87,30
"1072","dahlda01",22,63,NA
"1073","dahlda01",24,77,63
"1074","dahlda01",25,100,77
"1075","dahlda01",27,63,100
"1076","dahlda01",29,4,63
"1077","dalbebo01",26,133,NA
"1078","dalbebo01",27,117,133
"1079","dalbebo01",28,21,117
"1080","danksjo02",28,4,NA
"1081","darnach01",28,11,NA
"1082","darnach01",29,84,11
"1083","darnach01",30,35,84
"1084","darnach01",31,41,35
"1085","darnatr01",26,67,NA
"1086","darnatr01",27,75,67
"1087","darnatr01",28,112,75
"1088","darnatr01",29,4,112
"1089","darnatr01",30,103,4
"1090","darnatr01",32,60,103
"1091","darnatr01",33,107,60
"1092","darnatr01",34,74,107
"1093","davidma02",25,1,NA
"1094","davidma02",26,118,1
"1095","davidma02",27,120,118
"1096","davidma02",31,13,120
"1097","davieza01",26,3,NA
"1098","davisbr04",24,3,NA
"1099","davisch02",29,160,NA
"1100","davisch02",30,157,160
"1101","davisch02",31,128,157
"1102","davisch02",32,128,128
"1103","davisch02",33,104,128
"1104","davishe01",23,62,NA
"1105","davisik02",28,70,NA
"1106","davisik02",29,8,70
"1107","davisja03",24,17,NA
"1108","davisja03",26,5,17
"1109","davisja03",27,12,5
"1110","davisjd01",24,22,NA
"1111","davisjd01",25,41,22
"1112","davisjd01",26,140,41
"1113","davisjd01",28,73,140
"1114","davisjd01",29,115,73
"1115","davisjd01",30,144,115
"1116","davisjo05",26,20,NA
"1117","davisjo05",27,37,20
"1118","davisjo05",29,64,37
"1119","davisjo05",30,37,64
"1120","davisjo05",31,34,37
"1121","davisjo06",29,8,NA
"1122","daviskh01",27,121,NA
"1123","daviskh01",28,150,121
"1124","daviskh01",29,153,150
"1125","daviskh01",30,151,153
"1126","daviskh01",31,133,151
"1127","daviskh01",33,42,133
"1128","davisra01",34,112,NA
"1129","davisra01",35,134,112
"1130","davisra01",36,117,134
"1131","davisra01",37,101,117
"1132","davisra01",38,29,101
"1133","davista01",27,8,NA
"1134","davista01",28,5,8
"1135","davista01",29,6,5
"1136","davista01",31,2,6
"1137","dawsoro01",26,3,NA
"1138","dawsoro01",27,1,3
"1139","dazayo01",25,44,NA
"1140","dazayo01",27,107,44
"1141","dazayo01",28,113,107
"1142","dazayo01",29,24,113
"1143","deanau01",24,34,NA
"1144","deanau01",25,64,34
"1145","deanau01",27,22,64
"1146","deanau01",28,3,22
"1147","deazaal01",31,114,NA
"1148","deazaal01",32,130,114
"1149","deazaal01",33,28,130
"1150","deckeco01",28,8,NA
"1151","deckeja01",25,22,NA
"1152","deckeja01",26,19,22
"1153","deckeja01",27,17,19
"1154","degotal01",26,2,NA
"1155","degroja01",29,3,NA
"1156","deichgr01",26,14,NA
"1157","dejesda01",35,112,NA
"1158","dejesiv02",28,76,NA
"1159","dejesiv02",29,104,76
"1160","dejonpa01",23,108,NA
"1161","dejonpa01",24,115,108
"1162","dejonpa01",25,159,115
"1163","dejonpa01",27,113,159
"1164","dejonpa01",28,77,113
"1165","dejonpa01",29,112,77
"1166","delacbr01",24,58,NA
"1167","delacbr01",25,115,58
"1168","delacbr01",26,153,115
"1169","delacel01",21,98,NA
"1170","delayja01",27,57,NA
"1171","delayja01",28,70,57
"1172","delmoni01",24,43,NA
"1173","delmoni01",25,88,43
"1174","delmoni01",26,21,88
"1175","delucjo01",24,24,NA
"1176","deluzbe01",27,22,NA
"1177","demertr01",24,48,NA
"1178","demertr01",27,26,48
"1179","dendema01",27,55,NA
"1180","dendema01",28,19,55
"1181","dendema01",29,4,19
"1182","dendema01",30,8,4
"1183","denorch01",34,102,NA
"1184","descada01",28,101,NA
"1185","descada01",29,99,101
"1186","descada01",30,128,99
"1187","descada01",31,136,128
"1188","descada01",32,81,136
"1189","deshide02",22,121,NA
"1190","deshide02",23,74,121
"1191","deshide02",24,120,74
"1192","deshide02",25,106,120
"1193","deshide02",26,118,106
"1194","deshide02",28,25,118
"1195","desmoia01",29,156,NA
"1196","desmoia01",30,156,156
"1197","desmoia01",31,95,156
"1198","desmoia01",32,160,95
"1199","desmoia01",33,139,160
"1200","deverjo01",21,21,NA
"1201","deverra01",20,58,NA
"1202","deverra01",21,121,58
"1203","deverra01",22,156,121
"1204","deverra01",24,156,156
"1205","deverra01",25,141,156
"1206","deverra01",26,153,141
"1207","diazal02",25,111,NA
"1208","diazal02",26,79,111
"1209","diazal02",27,130,79
"1210","diazal02",28,69,130
"1211","diazal02",30,84,69
"1212","diazal02",31,92,84
"1213","diazal02",32,109,92
"1214","diazel01",24,2,NA
"1215","diazel01",25,1,2
"1216","diazel01",26,64,1
"1217","diazel01",27,82,64
"1218","diazel01",28,101,82
"1219","diazel01",30,106,101
"1220","diazel01",31,105,106
"1221","diazel01",32,141,105
"1222","diazis01",23,49,NA
"1223","diazis01",25,89,49
"1224","diazis01",27,8,89
"1225","diazjo02",30,7,NA
"1226","diazjo03",21,15,NA
"1227","diazjo03",22,90,15
"1228","diazle01",24,40,NA
"1229","diazle01",25,58,40
"1230","diazya01",25,49,NA
"1231","diazya01",26,39,49
"1232","diazya01",27,79,39
"1233","diazya01",29,134,79
"1234","diazya01",30,137,134
"1235","diazya01",31,137,137
"1236","diazya02",23,6,NA
"1237","diazya02",24,104,6
"1238","diazyu01",25,1,NA
"1239","dickeal01",25,11,NA
"1240","dickeal01",26,84,11
"1241","dickeal01",29,68,84
"1242","dickeal01",31,111,68
"1243","dickeal01",32,13,111
"1244","dickeco01",26,65,NA
"1245","dickeco01",27,148,65
"1246","dickeco01",28,150,148
"1247","dickeco01",29,135,150
"1248","dickeco01",30,78,135
"1249","dickeco01",32,109,78
"1250","dickeco01",33,95,109
"1251","dickeco01",34,50,95
"1252","dicksok01",27,7,NA
"1253","dietrde01",25,90,NA
"1254","dietrde01",26,128,90
"1255","dietrde01",27,135,128
"1256","dietrde01",28,149,135
"1257","dietrde01",29,113,149
"1258","difowi01",23,15,NA
"1259","difowi01",24,31,15
"1260","difowi01",25,124,31
"1261","difowi01",26,148,124
"1262","difowi01",27,43,148
"1263","difowi01",29,114,43
"1264","difowi01",30,3,114
"1265","dinini01",25,20,NA
"1266","dixonbr01",26,72,NA
"1267","dixonbr01",27,115,72
"1268","dixonbr01",30,5,115
"1269","dixonbr01",31,32,5
"1270","dominch01",28,14,NA
"1271","dominja01",20,8,NA
"1272","dominma01",26,5,NA
"1273","donaljo02",29,158,NA
"1274","donaljo02",30,155,158
"1275","donaljo02",31,113,155
"1276","donaljo02",32,52,113
"1277","donaljo02",33,155,52
"1278","donaljo02",35,135,155
"1279","donaljo02",36,132,135
"1280","donaljo02",37,49,132
"1281","donovbr01",25,126,NA
"1282","donovbr01",26,95,126
"1283","dornda01",30,23,NA
"1284","dorowry01",25,3,NA
"1285","downsje01",23,14,NA
"1286","downsje01",24,6,14
"1287","doylebr02",25,126,NA
"1288","doziebr01",28,157,NA
"1289","doziebr01",29,155,157
"1290","doziebr01",30,152,155
"1291","doziebr01",31,151,152
"1292","doziebr01",32,134,151
"1293","doziehu01",24,8,NA
"1294","doziehu01",26,102,8
"1295","doziehu01",27,139,102
"1296","doziehu01",29,144,139
"1297","doziehu01",30,127,144
"1298","doziehu01",31,29,127
"1299","drewst01",32,131,NA
"1300","drewst01",33,70,131
"1301","drewst01",34,46,70
"1302","drurybr01",22,20,NA
"1303","drurybr01",23,134,20
"1304","drurybr01",24,135,134
"1305","drurybr01",25,26,135
"1306","drurybr01",26,120,26
"1307","drurybr01",28,50,120
"1308","drurybr01",29,138,50
"1309","drurybr01",30,125,138
"1310","dubonma01",24,30,NA
"1311","dubonma01",26,74,30
"1312","dubonma01",27,104,74
"1313","dubonma01",28,132,104
"1314","dudalu01",29,135,NA
"1315","dudalu01",30,47,135
"1316","dudalu01",31,127,47
"1317","dudalu01",32,107,127
"1318","dudalu01",33,39,107
"1319","duffyma01",24,149,NA
"1320","duffyma01",25,91,149
"1321","duffyma01",27,132,91
"1322","duffyma01",28,46,132
"1323","duffyma01",30,96,46
"1324","duffyma01",31,77,96
"1325","duffyma01",32,76,77
"1326","duffyma02",26,8,NA
"1327","duffyma02",27,3,8
"1328","duggast01",24,41,NA
"1329","duggast01",25,73,41
"1330","duggast01",27,107,73
"1331","duggast01",28,29,107
"1332","dunanjo01",26,3,NA
"1333","duranez01",23,58,NA
"1334","duranez01",24,122,58
"1335","duranja01",24,33,NA
"1336","duranja01",25,58,33
"1337","duranja01",26,102,58
"1338","duvalad01",26,27,NA
"1339","duvalad01",27,150,27
"1340","duvalad01",28,157,150
"1341","duvalad01",29,138,157
"1342","duvalad01",30,41,138
"1343","duvalad01",32,146,41
"1344","duvalad01",33,86,146
"1345","duvalad01",34,92,86
"1346","dykstal01",28,13,NA
"1347","dysonja01",30,90,NA
"1348","dysonja01",31,107,90
"1349","dysonja01",32,111,107
"1350","dysonja01",33,67,111
"1351","dysonja01",34,130,67
"1352","dysonja01",36,102,130
"1353","easleed01",29,4,NA
"1354","eatonad02",26,153,NA
"1355","eatonad02",27,157,153
"1356","eatonad02",28,23,157
"1357","eatonad02",29,95,23
"1358","eatonad02",30,151,95
"1359","eatonad02",32,82,151
"1360","eatonna01",25,44,NA
"1361","eatonna01",26,27,44
"1362","edenca01",25,5,NA
"1363","edmanto01",24,92,NA
"1364","edmanto01",26,159,92
"1365","edmanto01",27,153,159
"1366","edmanto01",28,137,153
"1367","edwarxa01",23,30,NA
"1368","eibnebr01",27,70,NA
"1369","eibnebr01",28,17,70
"1370","ellisaj01",34,63,NA
"1371","ellisaj01",35,64,63
"1372","ellisaj01",36,51,64
"1373","ellisaj01",37,66,51
"1374","ellisdr01",25,28,NA
"1375","ellisdr01",26,7,28
"1376","ellisdr01",27,12,7
"1377","ellsbja01",31,111,NA
"1378","ellsbja01",32,148,111
"1379","ellsbja01",33,112,148
"1380","elmorja01",28,50,NA
"1381","elmorja01",29,59,50
"1382","elmorja01",32,20,59
"1383","encarch01",23,63,NA
"1384","encared01",32,146,NA
"1385","encared01",33,160,146
"1386","encared01",34,157,160
"1387","encared01",35,137,157
"1388","encared01",36,109,137
"1389","encarje01",24,23,NA
"1390","engelad01",25,97,NA
"1391","engelad01",26,143,97
"1392","engelad01",27,89,143
"1393","engelad01",29,39,89
"1394","engelad01",30,119,39
"1395","engelad01",31,5,119
"1396","ervinph01",24,28,NA
"1397","ervinph01",25,77,28
"1398","ervinph01",26,94,77
"1399","escobal02",28,148,NA
"1400","escobal02",29,162,148
"1401","escobal02",30,162,162
"1402","escobal02",31,140,162
"1403","escobal02",34,75,140
"1404","escobal02",35,38,75
"1405","escobed01",26,127,NA
"1406","escobed01",27,104,127
"1407","escobed01",28,129,104
"1408","escobed01",29,151,129
"1409","escobed01",30,158,151
"1410","escobed01",32,146,158
"1411","escobed01",33,136,146
"1412","escobed01",34,96,136
"1413","escobyu01",32,139,NA
"1414","escobyu01",33,132,139
"1415","escobyu01",34,89,132
"1416","espinda01",28,118,NA
"1417","espinda01",29,157,118
"1418","espinda01",30,93,157
"1419","espinsa01",26,92,NA
"1420","espinsa01",27,135,92
"1421","espinsa01",28,93,135
"1422","estrath01",23,35,NA
"1423","estrath01",25,52,35
"1424","estrath01",26,140,52
"1425","estrath01",27,120,140
"1426","ethiean01",33,142,NA
"1427","ethiean01",34,16,142
"1428","ethiean01",35,22,16
"1429","evansph01",24,19,NA
"1430","evansph01",25,15,19
"1431","evansph01",28,75,15
"1432","faircst01",25,12,NA
"1433","faircst01",26,46,12
"1434","faircst01",27,97,46
"1435","fargajo01",26,22,NA
"1436","farmeky01",26,20,NA
"1437","farmeky01",27,39,20
"1438","farmeky01",28,96,39
"1439","farmeky01",30,147,96
"1440","farmeky01",31,145,147
"1441","farmeky01",32,120,145
"1442","feathta01",25,101,NA
"1443","feathta01",26,19,101
"1444","feathta01",27,17,19
"1445","federti01",28,17,NA
"1446","federti01",29,13,17
"1447","federti01",30,15,13
"1448","federti01",31,28,15
"1449","felicma01",22,1,NA
"1450","felicma01",23,2,1
"1451","fermifr01",27,3,NA
"1452","fermifr01",28,70,3
"1453","fermijo01",24,21,NA
"1454","fernajo03",30,36,NA
"1455","fieldda01",24,1,NA
"1456","fieldjo04",26,82,NA
"1457","fieldpr01",31,158,NA
"1458","fieldpr01",32,89,158
"1459","fieldth01",28,14,NA
"1460","figueco01",28,2,NA
"1461","figueco01",29,23,2
"1462","fishede01",23,53,NA
"1463","fishede01",24,42,53
"1464","fishede01",25,57,42
"1465","fishede01",27,4,57
"1466","fistedo01",31,4,NA
"1467","fitzgty01",25,10,NA
"1468","flahery01",28,91,NA
"1469","flahery01",29,73,91
"1470","flahery01",30,23,73
"1471","flahery01",31,81,23
"1472","flahery01",32,14,81
"1473","fletcda02",24,80,NA
"1474","fletcda02",25,154,80
"1475","fletcda02",27,157,154
"1476","fletcda02",28,61,157
"1477","fletcda02",29,33,61
"1478","fletcdo01",25,28,NA
"1479","florera02",23,12,NA
"1480","florera02",24,104,12
"1481","florera02",25,3,104
"1482","florewi01",23,137,NA
"1483","florewi01",24,103,137
"1484","florewi01",25,110,103
"1485","florewi01",26,126,110
"1486","florewi01",27,89,126
"1487","florewi01",29,139,89
"1488","florewi01",30,151,139
"1489","florewi01",31,126,151
"1490","flories01",23,11,NA
"1491","flories01",24,17,11
"1492","flories01",25,19,17
"1493","floripe01",28,24,NA
"1494","floripe01",29,18,24
"1495","floripe01",30,15,18
"1496","floripe01",31,48,15
"1497","flowety01",29,112,NA
"1498","flowety01",30,83,112
"1499","flowety01",31,99,83
"1500","flowety01",32,82,99
"1501","flowety01",33,85,82
"1502","fontano01",26,12,NA
"1503","fontano01",27,8,12
"1504","fordmi01",26,49,NA
"1505","fordmi01",28,22,49
"1506","fordmi01",29,49,22
"1507","fordmi01",30,81,49
"1508","forsylo01",28,153,NA
"1509","forsylo01",29,127,153
"1510","forsylo01",30,119,127
"1511","forsylo01",31,120,119
"1512","forsylo01",32,101,120
"1513","forteni01",24,14,NA
"1514","forteni01",25,72,14
"1515","forteni01",26,108,72
"1516","fowlede01",29,156,NA
"1517","fowlede01",30,125,156
"1518","fowlede01",31,118,125
"1519","fowlede01",32,90,118
"1520","fowlede01",33,150,90
"1521","fowlede01",35,7,150
"1522","fowledu01",22,1,NA
"1523","fowledu01",23,69,1
"1524","fowledu01",26,18,69
"1525","foxlu01",24,10,NA
"1526","fraleja01",24,12,NA
"1527","fraleja01",26,78,12
"1528","fraleja01",27,68,78
"1529","fraleja01",28,111,68
"1530","francje02",31,117,NA
"1531","francje02",32,125,117
"1532","francma02",22,80,NA
"1533","francma02",23,152,80
"1534","francma02",24,154,152
"1535","francma02",25,131,154
"1536","francma02",26,123,131
"1537","francma02",28,104,123
"1538","francma02",29,103,104
"1539","francty01",24,67,NA
"1540","francty01",26,152,67
"1541","francty01",27,140,152
"1542","francty01",28,158,140
"1543","francwa01",20,70,NA
"1544","francwa01",21,83,70
"1545","francwa01",22,112,83
"1546","frandke01",33,7,NA
"1547","frankni01",24,43,NA
"1548","frankni01",25,60,43
"1549","frankni01",26,66,60
"1550","frankni01",27,1,66
"1551","fraziad01",24,66,NA
"1552","fraziad01",25,121,66
"1553","fraziad01",26,113,121
"1554","fraziad01",27,152,113
"1555","fraziad01",29,155,152
"1556","fraziad01",30,156,155
"1557","fraziad01",31,141,156
"1558","frazicl01",22,39,NA
"1559","frazicl01",23,15,39
"1560","frazicl01",24,69,15
"1561","frazicl01",26,66,69
"1562","frazicl01",27,19,66
"1563","frazicl01",28,33,19
"1564","frazito01",29,157,NA
"1565","frazito01",30,158,157
"1566","frazito01",31,147,158
"1567","frazito01",32,115,147
"1568","frazito01",33,133,115
"1569","frazito01",35,13,133
"1570","freemfr01",25,118,NA
"1571","freemfr01",26,158,118
"1572","freemfr01",27,117,158
"1573","freemfr01",28,162,117
"1574","freemfr01",29,158,162
"1575","freemfr01",31,159,158
"1576","freemfr01",32,159,159
"1577","freemfr01",33,161,159
"1578","freemmi01",28,21,NA
"1579","freemmi01",29,34,21
"1580","freemmi01",30,1,34
"1581","freemmi01",31,74,1
"1582","freemmi01",33,36,74
"1583","freemty01",23,24,NA
"1584","freemty01",24,64,24
"1585","freesda01",32,121,NA
"1586","freesda01",33,141,121
"1587","freesda01",34,130,141
"1588","freesda01",35,113,130
"1589","freesda01",36,79,113
"1590","freitda01",28,6,NA
"1591","freitda01",29,36,6
"1592","freitda01",30,17,36
"1593","frelisa01",23,57,NA
"1594","friedma01",25,5,NA
"1595","friedma01",27,3,5
"1596","friedtj01",25,14,NA
"1597","friedtj01",26,72,14
"1598","friedtj01",27,138,72
"1599","fryda01",27,55,NA
"1600","fryerer01",29,15,NA
"1601","fryerer01",30,60,15
"1602","fryerer01",31,34,60
"1603","fuentjo01",26,24,NA
"1604","fuentjo01",28,94,24
"1605","fuentre01",25,13,NA
"1606","fuentre01",26,64,13
"1607","fuldsa01",33,120,NA
"1608","galero01",27,11,NA
"1609","galero01",29,3,11
"1610","galero01",30,3,3
"1611","galero01",31,5,3
"1612","gallaca01",24,13,NA
"1613","gallaca01",25,22,13
"1614","gallaca01",26,45,22
"1615","gallaca01",28,48,45
"1616","gallaca01",29,18,48
"1617","gallaca01",30,56,18
"1618","gallois01",28,43,NA
"1619","gallois01",29,19,43
"1620","gallojo01",21,36,NA
"1621","gallojo01",22,17,36
"1622","gallojo01",23,145,17
"1623","gallojo01",24,148,145
"1624","gallojo01",25,70,148
"1625","gallojo01",27,153,70
"1626","gallojo01",28,126,153
"1627","gallojo01",29,111,126
"1628","galvifr01",25,151,NA
"1629","galvifr01",26,158,151
"1630","galvifr01",27,162,158
"1631","galvifr01",28,162,162
"1632","galvifr01",29,147,162
"1633","galvifr01",31,104,147
"1634","gamelbe01",24,33,NA
"1635","gamelbe01",25,134,33
"1636","gamelbe01",26,101,134
"1637","gamelbe01",27,134,101
"1638","gamelbe01",29,122,134
"1639","gamelbe01",30,115,122
"1640","gamelbe01",31,6,115
"1641","garciad01",30,58,NA
"1642","garciad01",31,134,58
"1643","garciad01",32,52,134
"1644","garciad02",25,21,NA
"1645","garciad02",28,149,21
"1646","garciad02",29,156,149
"1647","garciad02",30,148,156
"1648","garciar01",25,19,NA
"1649","garciar01",26,18,19
"1650","garciar01",28,32,18
"1651","garciar01",29,47,32
"1652","garciav01",24,148,NA
"1653","garciav01",25,120,148
"1654","garciav01",26,136,120
"1655","garciav01",27,93,136
"1656","garciav01",28,125,93
"1657","garciav01",30,135,125
"1658","garciav01",31,98,135
"1659","garciav01",32,37,98
"1660","garcide02",24,39,NA
"1661","garcigr01",25,49,NA
"1662","garcigr01",26,99,49
"1663","garcigr01",27,133,99
"1664","garcigr01",28,113,133
"1665","garcigr01",29,134,113
"1666","garcijo02",23,21,NA
"1667","garcijo02",24,48,21
"1668","garcijo02",25,46,48
"1669","garcile02",24,16,NA
"1670","garcile02",25,18,16
"1671","garcile02",26,87,18
"1672","garcile02",27,82,87
"1673","garcile02",28,140,82
"1674","garcile02",30,126,140
"1675","garcile02",31,97,126
"1676","garcilu04",21,70,NA
"1677","garcilu04",22,93,70
"1678","garcilu04",23,122,93
"1679","garcima01",22,9,NA
"1680","garcima01",23,123,9
"1681","garciro02",26,31,NA
"1682","garciro02",28,45,31
"1683","garciwi01",24,44,NA
"1684","gardnbr01",31,151,NA
"1685","gardnbr01",32,148,151
"1686","gardnbr01",33,151,148
"1687","gardnbr01",34,140,151
"1688","gardnbr01",35,141,140
"1689","gardnbr01",37,140,141
"1690","garliky01",27,30,NA
"1691","garliky01",29,36,30
"1692","garliky01",30,66,36
"1693","garliky01",31,14,66
"1694","garnedu01",27,22,NA
"1695","garnedu01",28,24,22
"1696","garnedu01",29,41,24
"1697","garnedu01",30,1,41
"1698","garnedu01",31,35,1
"1699","garnedu01",33,20,35
"1700","garnedu01",34,8,20
"1701","garrest01",26,27,NA
"1702","garrest01",27,89,27
"1703","garvemi01",26,23,NA
"1704","garvemi01",27,101,23
"1705","garvemi01",28,93,101
"1706","garvemi01",30,68,93
"1707","garvemi01",31,54,68
"1708","garvemi01",32,87,54
"1709","gattiev01",28,153,NA
"1710","gattiev01",29,128,153
"1711","gattiev01",30,84,128
"1712","gattiev01",31,128,84
"1713","gelofza01",23,69,NA
"1714","gennesc01",25,114,NA
"1715","gennesc01",26,136,114
"1716","gennesc01",27,140,136
"1717","gennesc01",28,154,140
"1718","gennesc01",29,42,154
"1719","gentrcr01",31,26,NA
"1720","gentrcr01",32,14,26
"1721","gentrcr01",33,77,14
"1722","gentrcr01",34,68,77
"1723","gerbemi01",25,18,NA
"1724","gerbemi01",26,12,18
"1725","giambtr01",27,5,NA
"1726","giavojo01",27,129,NA
"1727","giavojo01",28,99,129
"1728","giavojo01",29,7,99
"1729","gillaco01",27,75,NA
"1730","gillaco01",28,101,75
"1731","gillaco01",29,44,101
"1732","gilleco01",31,67,NA
"1733","gilleco01",32,41,67
"1734","gimenan01",22,68,NA
"1735","gimenan01",23,146,68
"1736","gimenan01",24,153,146
"1737","gimench01",32,36,NA
"1738","gimench01",33,65,36
"1739","gimench01",34,68,65
"1740","gimench01",35,23,68
"1741","gittech01",27,16,NA
"1742","glasnty01",23,3,NA
"1743","godoyjo01",26,16,NA
"1744","godoyjo01",27,10,16
"1745","goeddty01",23,92,NA
"1746","goinsry01",27,128,NA
"1747","goinsry01",28,75,128
"1748","goinsry01",29,143,75
"1749","goinsry01",30,41,143
"1750","goinsry01",31,52,41
"1751","goldspa01",27,159,NA
"1752","goldspa01",28,158,159
"1753","goldspa01",29,155,158
"1754","goldspa01",30,158,155
"1755","goldspa01",31,161,158
"1756","goldspa01",33,158,161
"1757","goldspa01",34,151,158
"1758","goldspa01",35,154,151
"1759","gomesjo01",34,94,NA
"1760","gomesya01",27,95,NA
"1761","gomesya01",28,74,95
"1762","gomesya01",29,105,74
"1763","gomesya01",30,112,105
"1764","gomesya01",31,97,112
"1765","gomesya01",33,103,97
"1766","gomesya01",34,86,103
"1767","gomesya01",35,116,86
"1768","gomezca01",29,115,NA
"1769","gomezca01",30,118,115
"1770","gomezca01",31,105,118
"1771","gomezca01",32,117,105
"1772","gomezca01",33,34,117
"1773","gomezhe01",27,66,NA
"1774","gomezmi01",24,22,NA
"1775","gomezmi01",25,9,22
"1776","gonzaad01",33,156,NA
"1777","gonzaad01",34,156,156
"1778","gonzaad01",35,71,156
"1779","gonzaad01",36,54,71
"1780","gonzaal04",25,3,NA
"1781","gonzaca01",29,153,NA
"1782","gonzaca01",30,150,153
"1783","gonzaca01",31,136,150
"1784","gonzaca01",32,132,136
"1785","gonzaca01",33,45,132
"1786","gonzaer01",24,21,NA
"1787","gonzaer01",25,60,21
"1788","gonzaer01",26,81,60
"1789","gonzaer01",27,53,81
"1790","gonzaer01",29,71,53
"1791","gonzaer01",30,16,71
"1792","gonzalu03",25,6,NA
"1793","gonzalu03",26,93,6
"1794","gonzama01",26,120,NA
"1795","gonzama01",27,141,120
"1796","gonzama01",28,134,141
"1797","gonzama01",29,145,134
"1798","gonzama01",30,114,145
"1799","gonzama01",32,90,114
"1800","gonzama01",33,84,90
"1801","gonzani01",24,35,NA
"1802","gonzaos01",24,91,NA
"1803","gonzaos01",25,54,91
"1804","gonzaro01",24,9,NA
"1805","gonzaro01",25,32,9
